ID,sex,age,occupations
4653,1,46,14
4654,1,49,20
4655,1,27,3
4656,1,33,10
4657,1,66,0
4658,0,59,14
4659,0,40,20
4660,0,29,0
4661,0,25,14
4662,1,28,20
4663,0,16,-1
4664,0,7,-1
4665,1,14,-1
4666,0,29,1
4667,1,11,-1
4668,1,4,-1
4669,0,2,-1
4670,1,38,1
4671,0,33,14
4672,1,53,14
4673,0,30,12
4674,1,36,14
4675,0,21,2
4676,1,35,2
4677,1,20,1
4678,1,31,14
4679,0,6,-1
4680,0,18,-1
4681,0,70,12
4682,0,33,16
4683,0,2,-1
4684,0,30,1
4685,0,9,-1
4686,1,21,14
4687,0,6,-1
4688,1,11,-1
4689,1,10,-1
4690,0,55,20
4691,1,30,1
4692,1,31,0
4693,0,46,1
4694,1,69,1
4695,1,28,1
4696,1,86,7
4697,0,26,20
4698,0,78,2
4699,1,49,16
4700,1,53,18
4701,1,15,-1
4702,0,42,7
4703,0,58,14
4704,0,12,-1
4705,1,22,0
4706,1,19,14
4707,0,8,-1
4708,0,17,-1
4709,1,38,2
4710,1,55,21
4711,1,4,-1
4712,0,48,18
4713,0,37,2
4714,0,27,14
4715,0,25,21
4716,1,78,12
4717,0,75,2
4718,0,57,1
4719,1,83,14
4720,0,35,19
4721,1,24,14
4722,0,38,2
4723,1,6,-1
4724,0,27,15
4725,0,46,12
4726,1,9,-1
4727,1,50,9
4728,1,56,12
4729,0,35,1
4730,0,3,-1
4731,0,17,-1
4732,1,33,21
4733,1,44,2
4734,1,47,0
4735,0,37,2
4736,1,17,-1
4737,0,26,12
4738,1,47,12
4739,0,7,-1
4740,0,35,2
4741,1,53,18
4742,0,41,12
4743,1,15,-1
4744,1,3,-1
4745,1,45,19
4746,0,53,14
4747,0,44,9
4748,0,13,-1
4749,0,28,15
4750,0,56,2
4751,0,42,1
4752,1,35,12
4753,1,58,2
4754,0,51,15
4755,1,27,14
4756,1,42,2
4757,0,58,2
4758,1,15,-1
4759,1,54,2
4760,1,58,7
4761,1,12,-1
4762,1,54,1
4763,0,25,14
4764,0,36,8
4765,0,42,14
4766,0,31,21
4767,1,46,11
4768,0,36,0
4769,1,29,12
4770,0,56,1
4771,1,5,-1
4772,0,21,12
4773,0,84,13
4774,1,73,12
4775,1,3,-1
4776,1,24,1
4777,0,43,1
4778,0,26,12
4779,0,47,13
4780,1,17,-1
4781,1,2,-1
4782,0,1,-1
4783,1,52,16
4784,0,40,18
4785,1,49,14
4786,0,15,-1
4787,0,32,3
4788,0,23,15
4789,0,44,2
4790,0,36,12
4791,0,32,12
4792,1,30,14
4793,1,39,0
4794,1,50,10
4795,0,51,21
4796,0,72,14
4797,1,65,14
4798,0,7,-1
4799,0,25,12
4800,1,52,1
4801,1,61,18
4802,0,18,-1
4803,0,33,0
4804,0,65,1
4805,0,19,21
4806,1,35,0
4807,1,83,12
4808,0,58,14
4809,0,61,12
4810,0,16,-1
4811,0,3,-1
4812,1,19,1
4813,1,23,2
4814,1,17,-1
4815,0,34,12
4816,1,54,20
4817,0,34,0
4818,0,9,-1
4819,1,55,16
4820,0,76,9
4821,0,38,1
4822,0,50,17
4823,1,77,14
4824,1,49,21
4825,0,4,-1
4826,1,82,1
4827,1,21,13
4828,1,29,14
4829,1,44,1
4830,1,10,-1
4831,1,87,12
4832,1,21,21
4833,1,32,1
4834,0,29,12
4835,0,8,-1
4836,1,35,14
4837,0,8,-1
4838,0,27,0
4839,0,54,14
4840,1,28,12
4841,1,43,0
4842,1,32,2
4843,0,5,-1
4844,0,6,-1
4845,1,4,-1
4846,0,7,-1
4847,1,52,12
4848,0,41,18
4849,1,35,20
4850,0,7,-1
4851,1,70,2
4852,0,62,19
4853,0,16,-1
4854,1,59,14
4855,0,17,-1
4856,1,49,21
4857,0,45,14
4858,1,33,14
4859,1,53,0
4860,0,73,1
4861,1,24,14
4862,0,55,9
4863,0,43,14
4864,1,25,18
4865,0,68,14
4866,0,73,12
4867,0,87,21
4868,0,63,1
4869,0,18,-1
4870,1,20,12
4871,1,47,1
4872,0,39,2
4873,1,50,14
4874,0,25,1
4875,1,39,1
4876,1,7,-1
4877,0,54,12
4878,1,61,0
4879,1,51,0
4880,0,0,-1
4881,0,30,1
4882,0,37,3
4883,0,95,12
4884,1,48,11
4885,0,89,21
4886,1,78,2
4887,0,28,0
4888,1,39,2
4889,0,13,-1
4890,1,10,-1
4891,1,28,2
4892,1,28,2
4893,0,44,12
4894,1,45,16
4895,1,17,-1
4896,1,1,-1
4897,0,53,1
4898,1,21,8
4899,0,13,-1
4900,0,1,-1
4901,1,40,1
4902,0,41,12
4903,1,36,14
4904,1,50,1
4905,0,72,21
4906,1,65,12
4907,0,0,-1
4908,0,78,14
4909,0,66,2
4910,0,58,14
4911,0,20,1
4912,0,26,9
4913,1,23,1
4914,0,57,9
4915,0,26,12
4916,1,16,-1
4917,0,63,2
4918,1,21,12
4919,1,6,-1
4920,1,0,-1
4921,1,32,2
4922,0,69,18
4923,0,51,14
4924,1,30,12
4925,0,50,17
4926,1,78,9
4927,1,49,20
4928,0,26,14
4929,0,53,2
4930,0,51,9
4931,0,25,14
4932,1,31,2
4933,1,32,2
4934,1,38,12
4935,0,41,21
4936,0,51,12
4937,1,23,2
4938,1,39,7
4939,1,5,-1
4940,0,2,-1
4941,1,14,-1
4942,1,2,-1
4943,0,33,14
4944,1,22,20
4945,1,25,2
4946,0,43,19
4947,0,27,0
4948,0,6,-1
4949,1,29,1
4950,0,37,20
4951,1,76,12
4952,0,1,-1
4953,1,12,-1
4954,0,60,12
4955,0,37,1
4956,1,13,-1
4957,1,20,12
4958,0,10,-1
4959,1,60,12
4960,1,22,21
4961,1,24,4
4962,1,59,18
4963,1,61,1
4964,1,12,-1
4965,0,36,2
4966,1,48,16
4967,1,29,12
4968,1,33,18
4969,0,16,-1
4970,0,17,-1
4971,0,30,13
4972,0,14,-1
4973,1,37,0
4974,1,53,9
4975,0,40,12
4976,1,36,0
4977,0,34,0
4978,0,54,12
4979,0,3,-1
4980,0,76,0
4981,0,79,1
4982,0,44,12
4983,0,23,14
4984,1,43,14
4985,0,31,14
4986,1,29,1
4987,1,54,14
4988,1,31,2
4989,1,51,0
4990,1,55,14
4991,0,45,14
4992,1,27,2
4993,1,48,12
4994,0,48,14
4995,0,49,12
4996,1,22,15
4997,0,45,13
4998,0,44,12
4999,1,2,-1
5000,0,36,21
5001,0,76,1
5002,0,58,9
5003,1,12,-1
5004,0,5,-1
5005,0,20,2
5006,1,51,12
5007,1,35,13
5008,0,44,1
5009,1,21,7
5010,0,26,0
5011,1,37,2
5012,0,6,-1
5013,1,28,10
5014,0,52,16
5015,1,36,14
5016,0,31,14
5017,0,7,-1
5018,1,82,9
5019,1,68,1
5020,0,42,19
5021,0,36,9
5022,0,91,1
5023,1,54,12
5024,0,24,7
5025,1,11,-1
5026,1,29,2
5027,0,37,14
5028,0,66,14
5029,0,27,2
5030,1,43,14
5031,1,17,-1
5032,0,50,2
5033,1,16,-1
5034,0,11,-1
5035,0,37,21
5036,1,50,20
5037,0,24,14
5038,0,9,-1
5039,0,29,1
5040,1,42,1
5041,0,29,12
5042,1,3,-1
5043,0,25,14
5044,1,3,-1
5045,1,4,-1
5046,1,30,0
5047,0,49,1
5048,1,31,14
5049,0,9,-1
5050,1,36,14
5051,0,34,3
5052,1,46,8
5053,0,1,-1
5054,1,16,-1
5055,1,47,1
5056,1,45,14
5057,0,35,17
5058,1,32,3
5059,0,40,2
5060,1,24,7
5061,0,48,0
5062,1,62,1
5063,0,47,16
5064,1,32,0
5065,0,75,12
5066,1,41,0
5067,0,52,14
5068,1,20,1
5069,1,47,1
5070,1,51,21
5071,1,35,12
5072,1,47,12
5073,0,14,-1
5074,1,5,-1
5075,1,61,1
5076,1,73,19
5077,1,16,-1
5078,1,8,-1
5079,1,60,12
5080,0,29,15
5081,0,67,2
5082,1,47,14
5083,1,33,12
5084,1,49,20
5085,1,38,14
5086,0,35,2
5087,0,17,-1
5088,1,3,-1
5089,0,43,21
5090,1,12,-1
5091,0,51,12
5092,1,16,-1
5093,1,15,-1
5094,0,25,12
5095,1,44,21
5096,0,81,18
5097,1,56,14
5098,1,55,2
5099,0,46,12
5100,1,53,21
5101,1,19,0
5102,1,44,1
5103,0,24,14
5104,1,67,15
5105,1,69,14
5106,0,50,0
5107,1,87,5
5108,0,5,-1
5109,1,2,-1
5110,0,15,-1
5111,1,66,11
5112,0,4,-1
5113,0,85,12
5114,0,57,9
5115,0,18,-1
5116,1,28,11
5117,0,69,9
5118,1,41,18
5119,1,12,-1
5120,1,26,14
5121,0,35,11
5122,1,8,-1
5123,0,42,0
5124,1,45,14
5125,1,32,12
5126,1,5,-1
5127,0,29,18
5128,1,2,-1
5129,0,39,0
5130,0,41,1
5131,0,27,16
5132,0,21,1
5133,0,28,0
5134,1,9,-1
5135,0,1,-1
5136,0,14,-1
5137,0,31,18
5138,1,36,13
5139,1,24,2
5140,1,102,2
5141,1,78,2
5142,0,34,14
5143,1,41,18
5144,0,87,14
5145,1,21,12
5146,0,44,14
5147,1,46,2
5148,1,38,18
5149,1,73,16
5150,1,53,2
5151,1,39,14
5152,0,62,1
5153,1,33,12
5154,1,90,21
5155,0,38,12
5156,0,20,1
5157,1,76,19
5158,1,69,0
5159,1,29,0
5160,0,7,-1
5161,1,23,15
5162,1,15,-1
5163,1,56,14
5164,1,56,15
5165,1,7,-1
5166,0,25,14
5167,1,63,17
5168,1,25,14
5169,0,18,-1
5170,0,36,1
5171,0,42,5
5172,1,63,12
5173,1,44,12
5174,0,46,16
5175,1,58,21
5176,1,17,-1
5177,1,53,0
5178,0,29,12
5179,0,36,19
5180,1,27,12
5181,0,54,3
5182,1,34,12
5183,0,9,-1
5184,0,8,-1
5185,1,40,14
5186,1,13,-1
5187,0,14,-1
5188,0,25,0
5189,0,43,18
5190,0,17,-1
5191,0,11,-1
5192,0,17,-1
5193,0,18,-1
5194,0,45,21
5195,0,10,-1
5196,1,26,10
5197,0,44,1
5198,0,36,12
5199,0,87,12
5200,1,19,20
5201,1,64,14
5202,1,14,-1
5203,1,28,16
5204,0,34,0
5205,1,8,-1
5206,1,11,-1
5207,1,72,21
5208,0,40,18
5209,1,35,16
5210,1,17,-1
5211,0,41,15
5212,0,40,14
5213,1,25,0
5214,1,58,1
5215,0,53,20
5216,0,54,12
5217,1,50,12
5218,0,69,12
5219,0,37,18
5220,0,32,12
5221,1,95,14
5222,0,24,12
5223,1,35,14
5224,1,56,1
5225,1,49,12
5226,1,53,14
5227,1,40,2
5228,0,76,2
5229,0,61,21
5230,0,47,1
5231,1,30,2
5232,0,32,2
5233,1,24,21
5234,0,45,9
5235,0,60,0
5236,0,16,-1
5237,0,14,-1
5238,0,85,12
5239,1,27,12
5240,0,59,14
5241,1,41,12
5242,0,24,20
5243,0,56,21
5244,0,50,12
5245,1,21,2
5246,1,31,9
5247,0,16,-1
5248,1,81,14
5249,0,50,21
5250,0,90,20
5251,1,58,6
5252,0,27,20
5253,0,9,-1
5254,1,27,1
5255,1,58,0
5256,1,33,19
5257,1,17,-1
5258,0,31,20
5259,1,56,1
5260,1,54,12
5261,0,43,20
5262,0,54,1
5263,1,13,-1
5264,0,30,0
5265,1,39,16
5266,1,31,1
5267,1,55,1
5268,0,25,0
5269,1,14,-1
5270,0,62,15
5271,1,71,1
5272,0,51,20
5273,1,8,-1
5274,0,41,19
5275,1,58,20
5276,0,24,21
5277,0,39,1
5278,1,13,-1
5279,1,40,21
5280,0,85,14
5281,1,14,-1
5282,1,34,20
5283,0,12,-1
5284,0,38,16
5285,0,0,-1
5286,1,26,18
5287,1,47,21
5288,0,35,12
5289,1,44,6
5290,1,47,12
5291,1,40,8
5292,1,44,20
5293,0,71,1
5294,1,86,4
5295,0,45,14
5296,1,7,-1
5297,0,8,-1
5298,0,17,-1
5299,1,15,-1
5300,0,66,14
5301,0,39,16
5302,0,39,1
5303,0,89,21
5304,0,42,14
5305,1,66,7
5306,1,11,-1
5307,0,49,2
5308,1,47,0
5309,1,44,1
5310,1,59,0
5311,1,43,20
5312,1,9,-1
5313,0,66,12
5314,1,84,12
5315,0,65,16
5316,0,24,2
5317,1,5,-1
5318,0,42,18
5319,0,20,12
5320,0,67,19
5321,0,52,12
5322,0,21,2
5323,0,16,-1
5324,0,37,14
5325,1,41,13
5326,1,83,0
5327,0,30,19
5328,1,47,18
5329,0,7,-1
5330,0,55,12
5331,1,60,12
5332,0,85,12
5333,0,21,21
5334,0,9,-1
5335,1,58,9
5336,0,61,2
5337,1,24,9
5338,0,36,20
5339,1,18,-1
5340,0,1,-1
5341,0,12,-1
5342,0,3,-1
5343,0,59,14
5344,1,24,12
5345,0,47,0
5346,0,8,-1
5347,1,65,12
5348,0,37,15
5349,0,47,0
5350,1,41,12
5351,1,26,0
5352,0,73,4
5353,1,41,12
5354,1,50,2
5355,1,8,-1
5356,1,22,12
5357,1,26,18
5358,0,41,9
5359,1,10,-1
5360,0,7,-1
5361,0,37,2
5362,1,21,15
5363,1,14,-1
5364,1,56,20
5365,1,20,12
5366,1,25,3
5367,0,3,-1
5368,1,44,2
5369,0,11,-1
5370,0,46,14
5371,0,33,1
5372,1,46,12
5373,1,38,19
5374,0,58,15
5375,0,41,9
5376,1,10,-1
5377,0,1,-1
5378,0,2,-1
5379,0,18,-1
5380,1,19,16
5381,0,56,0
5382,0,58,7
5383,1,60,16
5384,0,30,0
5385,1,8,-1
5386,1,20,1
5387,0,53,11
5388,0,57,0
5389,1,19,14
5390,0,64,1
5391,0,21,2
5392,0,31,20
5393,0,26,21
5394,1,84,0
5395,0,58,2
5396,1,27,2
5397,0,88,16
5398,1,55,19
5399,0,29,18
5400,1,79,16
5401,1,25,12
5402,1,32,11
5403,0,25,15
5404,0,39,14
5405,1,36,2
5406,1,49,14
5407,1,34,14
5408,1,34,14
5409,1,38,13
5410,1,27,21
5411,0,17,-1
5412,1,38,1
5413,0,1,-1
5414,1,50,2
5415,1,60,9
5416,1,36,1
5417,0,15,-1
5418,0,56,15
5419,1,25,21
5420,0,4,-1
5421,1,14,-1
5422,0,54,9
5423,0,72,12
5424,0,37,14
5425,1,45,12
5426,1,19,0
5427,1,40,1
5428,0,48,21
5429,0,65,12
5430,1,16,-1
5431,0,25,2
5432,0,41,2
5433,0,54,1
5434,0,2,-1
5435,0,44,0
5436,1,14,-1
5437,1,31,1
5438,1,38,20
5439,1,59,9
5440,1,12,-1
5441,0,7,-1
5442,0,26,21
5443,0,26,12
5444,0,46,3
5445,0,64,14
5446,0,19,21
5447,0,47,14
5448,1,24,18
5449,1,74,0
5450,0,15,-1
5451,0,33,14
5452,1,42,1
5453,0,39,12
5454,1,14,-1
5455,0,61,6
5456,1,10,-1
5457,1,42,7
5458,1,22,14
5459,0,65,2
5460,0,51,20
5461,1,84,3
5462,1,25,14
5463,0,71,0
5464,0,27,21
5465,1,54,3
5466,1,25,1
5467,0,56,19
5468,1,4,-1
5469,1,18,-1
5470,1,31,0
5471,0,67,21
5472,0,47,0
5473,0,18,-1
5474,1,67,14
5475,1,52,14
5476,1,26,21
5477,1,20,18
5478,1,41,2
5479,0,10,-1
5480,0,59,21
5481,0,36,16
5482,0,25,16
5483,0,62,12
5484,1,1,-1
5485,1,1,-1
5486,1,33,1
5487,0,79,16
5488,1,39,12
5489,0,23,13
5490,0,51,9
5491,0,48,7
5492,1,84,18
5493,1,92,0
5494,1,8,-1
5495,0,85,2
5496,0,56,1
5497,1,70,19
5498,0,55,20
5499,1,60,1
5500,0,57,12
5501,0,40,20
5502,1,40,1
5503,1,14,-1
5504,1,10,-1
5505,1,21,14
5506,0,22,1
5507,1,32,19
5508,1,50,12
5509,1,50,14
5510,0,14,-1
5511,0,46,14
5512,1,54,12
5513,0,37,14
5514,1,33,21
5515,1,19,0
5516,0,68,5
5517,0,39,9
5518,1,49,16
5519,1,10,-1
5520,1,74,2
5521,1,9,-1
5522,1,61,9
5523,1,20,14
5524,0,9,-1
5525,1,59,1
5526,0,38,16
5527,0,45,0
5528,1,49,19
5529,0,26,2
5530,0,5,-1
5531,0,56,16
5532,0,4,-1
5533,0,36,1
5534,1,33,21
5535,1,43,0
5536,1,34,0
5537,0,5,-1
5538,1,21,12
5539,1,59,19
5540,0,54,12
5541,0,34,14
5542,1,13,-1
5543,0,11,-1
5544,0,69,9
5545,0,40,12
5546,0,43,12
5547,1,51,1
5548,1,44,4
5549,1,18,-1
5550,0,16,-1
5551,0,6,-1
5552,1,24,11
5553,1,35,15
5554,0,63,14
5555,0,44,12
5556,1,69,11
5557,0,18,-1
5558,0,29,0
5559,0,85,12
5560,1,33,2
5561,1,37,9
5562,1,15,-1
5563,1,11,-1
5564,1,49,2
5565,0,61,9
5566,0,40,0
5567,0,48,12
5568,1,22,19
5569,0,38,2
5570,0,68,12
5571,0,45,16
5572,0,40,9
5573,1,54,1
5574,0,63,21
5575,1,21,20
5576,1,50,1
5577,1,38,2
5578,1,15,-1
5579,1,28,2
5580,1,28,19
5581,0,17,-1
5582,0,67,2
5583,0,25,14
5584,1,61,12
5585,1,4,-1
5586,0,22,20
5587,0,0,-1
5588,1,9,-1
5589,1,47,2
5590,0,47,1
5591,1,60,12
5592,0,56,14
5593,0,29,19
5594,1,30,15
5595,1,13,-1
5596,1,30,12
5597,0,46,7
5598,1,29,12
5599,0,20,19
5600,1,40,0
5601,0,47,1
5602,0,57,12
5603,1,24,14
5604,1,34,18
5605,0,33,2
5606,1,33,14
5607,0,36,14
5608,1,29,2
5609,0,36,12
5610,0,43,20
5611,1,7,-1
5612,0,32,1
5613,0,42,1
5614,1,35,21
5615,0,58,12
5616,0,37,21
5617,0,37,21
5618,1,20,14
5619,1,26,21
5620,0,70,1
5621,0,26,12
5622,1,20,1
5623,0,13,-1
5624,1,38,21
5625,1,34,12
5626,1,65,12
5627,1,29,2
5628,0,19,19
5629,0,34,18
5630,0,75,3
5631,1,27,19
5632,1,54,21
5633,0,46,12
5634,0,2,-1
5635,0,63,12
5636,1,59,20
5637,0,31,11
5638,1,50,14
5639,0,12,-1
5640,1,53,2
5641,0,41,14
5642,1,45,14
5643,1,13,-1
5644,0,8,-1
5645,1,17,-1
5646,0,69,19
5647,1,5,-1
5648,0,30,12
5649,1,4,-1
5650,0,21,14
5651,1,11,-1
5652,0,5,-1
5653,0,9,-1
5654,1,54,12
5655,0,34,8
5656,1,40,9
5657,0,33,3
5658,1,25,18
5659,0,1,-1
5660,0,5,-1
5661,0,30,15
5662,1,43,2
5663,1,65,15
5664,1,45,18
5665,1,21,12
5666,0,12,-1
5667,1,17,-1
5668,0,10,-1
5669,1,88,15
5670,0,5,-1
5671,1,59,1
5672,0,48,2
5673,1,9,-1
5674,1,24,15
5675,1,33,15
5676,0,42,2
5677,0,16,-1
5678,1,34,14
5679,1,5,-1
5680,1,32,21
5681,0,48,14
5682,1,6,-1
5683,1,45,1
5684,0,49,0
5685,1,37,14
5686,0,8,-1
5687,1,23,13
5688,0,51,12
5689,1,35,2
5690,0,56,14
5691,1,37,0
5692,0,33,21
5693,0,33,15
5694,1,85,0
5695,1,29,14
5696,1,6,-1
5697,1,43,14
5698,0,38,12
5699,0,2,-1
5700,0,26,14
5701,1,11,-1
5702,1,11,-1
5703,1,28,2
5704,1,38,0
5705,1,28,21
5706,0,30,14
5707,0,12,-1
5708,0,59,0
5709,0,39,13
5710,0,48,8
5711,0,1,-1
5712,0,35,12
5713,1,22,9
5714,1,40,13
5715,0,44,14
5716,0,49,20
5717,0,43,5
5718,1,61,21
5719,0,48,3
5720,0,22,14
5721,0,58,21
5722,1,60,2
5723,0,61,3
5724,0,53,2
5725,1,53,12
5726,0,61,21
5727,0,70,0
5728,1,32,0
5729,1,113,12
5730,0,8,-1
5731,0,9,-1
5732,0,0,-1
5733,0,52,18
5734,0,50,15
5735,0,30,15
5736,0,43,12
5737,0,48,14
5738,0,8,-1
5739,1,63,1
5740,0,59,4
5741,0,34,11
5742,1,34,12
5743,1,37,2
5744,1,49,0
5745,0,13,-1
5746,0,37,20
5747,1,27,1
5748,0,34,12
5749,0,37,18
5750,0,44,20
5751,0,56,21
5752,0,56,16
5753,0,22,2
5754,1,85,2
5755,0,26,14
5756,0,44,21
5757,0,22,14
5758,0,22,2
5759,1,32,12
5760,1,36,2
5761,1,23,0
5762,0,24,1
5763,1,43,21
5764,1,21,13
5765,1,74,15
5766,1,63,21
5767,0,48,14
5768,0,73,18
5769,1,67,2
5770,0,77,0
5771,1,49,0
5772,0,57,15
5773,1,20,15
5774,0,36,4
5775,1,75,16
5776,1,57,12
5777,0,34,12
5778,0,44,14
5779,1,52,14
5780,1,18,-1
5781,0,29,12
5782,1,16,-1
5783,0,72,8
5784,1,15,-1
5785,0,60,15
5786,1,37,20
5787,0,45,1
5788,1,33,0
5789,0,64,14
5790,0,58,14
5791,1,44,2
5792,0,83,9
5793,0,41,15
5794,0,36,12
5795,0,15,-1
5796,1,33,14
5797,1,74,0
5798,1,28,9
5799,1,35,17
5800,1,14,-1
5801,0,37,14
5802,0,3,-1
5803,0,9,-1
5804,1,38,2
5805,0,27,15
5806,0,45,12
5807,0,27,20
5808,1,41,21
5809,0,32,12
5810,0,16,-1
5811,1,17,-1
5812,1,38,2
5813,0,16,-1
5814,0,59,1
5815,1,75,2
5816,1,83,21
5817,1,25,6
5818,1,52,1
5819,1,28,14
5820,0,18,-1
5821,1,32,12
5822,0,11,-1
5823,1,4,-1
5824,0,84,1
5825,0,60,15
5826,0,1,-1
5827,1,29,14
5828,0,64,0
5829,0,11,-1
5830,0,110,1
5831,1,42,2
5832,1,68,12
5833,1,13,-1
5834,0,28,2
5835,0,60,14
5836,0,49,14
5837,0,45,14
5838,1,25,2
5839,1,56,5
5840,0,16,-1
5841,0,72,14
5842,0,2,-1
5843,0,52,1
5844,0,33,12
5845,0,92,1
5846,1,45,0
5847,0,19,12
5848,1,8,-1
5849,1,38,12
5850,0,51,21
5851,1,45,14
5852,1,67,14
5853,0,26,18
5854,0,4,-1
5855,0,45,12
5856,1,50,14
5857,1,58,1
5858,0,15,-1
5859,1,22,1
5860,0,46,19
5861,1,10,-1
5862,0,39,18
5863,1,44,15
5864,0,15,-1
5865,1,16,-1
5866,1,1,-1
5867,1,72,20
5868,1,4,-1
5869,1,8,-1
5870,0,79,11
5871,0,44,14
5872,1,40,20
5873,1,50,14
5874,1,69,16
5875,0,41,15
5876,0,44,21
5877,1,49,1
5878,1,18,-1
5879,1,58,21
5880,1,57,21
5881,0,53,2
5882,0,31,2
5883,0,5,-1
5884,0,20,8
5885,0,12,-1
5886,1,38,12
5887,0,41,1
5888,0,13,-1
5889,0,41,14
5890,0,45,9
5891,1,41,21
5892,0,54,12
5893,1,8,-1
5894,1,6,-1
5895,0,33,14
5896,0,6,-1
5897,1,26,1
5898,0,24,2
5899,0,124,15
5900,1,68,13
5901,1,17,-1
5902,1,5,-1
5903,0,24,12
5904,0,4,-1
5905,1,41,18
5906,0,44,16
5907,0,79,12
5908,0,44,9
5909,1,47,14
5910,0,17,-1
5911,1,6,-1
5912,0,21,2
5913,1,4,-1
5914,0,34,21
5915,1,100,18
5916,1,37,12
5917,0,50,3
5918,0,58,7
5919,1,29,12
5920,1,7,-1
5921,0,10,-1
5922,0,55,0
5923,1,39,14
5924,1,23,11
5925,1,16,-1
5926,0,75,0
5927,0,32,19
5928,1,26,18
5929,1,37,15
5930,1,36,1
5931,0,20,1
5932,1,52,21
5933,1,2,-1
5934,0,5,-1
5935,0,61,9
5936,1,55,21
5937,1,37,1
5938,0,18,-1
5939,1,7,-1
5940,1,38,14
5941,0,15,-1
5942,1,15,-1
5943,1,50,12
5944,1,20,14
5945,1,14,-1
5946,0,52,14
5947,0,31,12
5948,0,61,12
5949,0,39,1
5950,1,41,12
5951,0,1,-1
5952,1,28,14
5953,1,54,1
5954,1,76,9
5955,1,2,-1
5956,1,45,12
5957,0,38,18
5958,1,53,12
5959,0,12,-1
5960,1,50,14
5961,1,61,1
5962,1,67,14
5963,1,37,0
5964,0,57,18
5965,0,36,1
5966,1,39,7
5967,1,73,21
5968,1,9,-1
5969,0,5,-1
5970,1,13,-1
5971,1,72,20
5972,1,11,-1
5973,0,50,20
5974,1,6,-1
5975,1,33,15
5976,1,43,20
5977,1,66,20
5978,0,8,-1
5979,0,64,16
5980,1,31,14
5981,1,59,7
5982,0,37,0
5983,0,12,-1
5984,0,20,12
5985,0,28,5
5986,0,70,14
5987,1,28,9
5988,0,17,-1
5989,0,66,20
5990,1,42,9
5991,1,49,12
5992,0,55,12
5993,1,4,-1
5994,1,22,18
5995,0,60,19
5996,1,29,9
5997,0,30,14
5998,1,37,16
5999,1,66,14
6000,1,33,2
6001,1,8,-1
6002,1,29,21
6003,0,12,-1
6004,0,62,14
6005,1,18,-1
6006,1,36,12
6007,1,36,0
6008,1,23,2
6009,1,2,-1
6010,0,61,20
6011,1,19,14
6012,1,33,21
6013,1,32,2
6014,0,22,2
6015,1,56,14
6016,1,43,3
6017,1,54,14
6018,0,25,7
6019,1,26,20
6020,0,56,2
6021,0,74,21
6022,0,52,15
6023,1,4,-1
6024,0,63,21
6025,1,17,-1
6026,0,47,20
6027,1,26,12
6028,1,31,14
6029,1,50,14
6030,0,59,14
6031,1,3,-1
6032,1,25,14
6033,0,31,12
6034,0,31,0
6035,1,18,-1
6036,1,65,14
6037,0,44,20
6038,1,46,1
6039,1,13,-1
6040,0,26,14
6041,0,42,14
6042,1,31,2
6043,0,39,9
6044,0,60,1
6045,1,8,-1
6046,0,14,-1
6047,0,48,2
6048,1,48,2
6049,0,34,12
6050,1,5,-1
6051,1,46,12
6052,0,29,21
6053,0,58,1
6054,1,52,0
6055,1,6,-1
6056,0,43,21
6057,1,33,14
6058,0,39,2
6059,1,64,1
6060,1,25,14
6061,1,61,12
6062,1,22,1
6063,0,67,14
6064,0,30,14
6065,1,1,-1
6066,0,37,2
6067,0,6,-1
6068,0,30,18
6069,0,53,19
6070,1,17,-1
6071,0,16,-1
6072,0,24,0
6073,1,61,18
6074,0,63,14
6075,1,51,14
6076,1,62,19
6077,0,57,12
6078,0,67,21
6079,0,22,14
6080,1,54,20
6081,1,63,18
6082,0,61,11
6083,1,29,1
6084,1,44,15
6085,0,11,-1
6086,1,24,15
6087,0,16,-1
6088,1,57,15
6089,0,65,20
6090,0,39,0
6091,0,6,-1
6092,1,48,18
6093,0,7,-1
6094,1,24,0
6095,0,33,14
6096,0,49,12
6097,1,23,12
6098,1,48,18
6099,1,18,-1
6100,1,72,16
6101,1,17,-1
6102,0,37,15
6103,0,21,7
6104,1,10,-1
6105,0,92,14
6106,1,53,16
6107,0,39,14
6108,0,84,20
6109,0,0,-1
6110,0,39,0
6111,0,37,14
6112,0,66,2
6113,1,16,-1
6114,1,50,2
6115,1,71,9
6116,0,34,0
6117,1,73,18
6118,0,11,-1
6119,1,65,0
6120,1,53,2
6121,1,11,-1
6122,0,27,1
6123,1,41,9
6124,0,41,0
6125,1,12,-1
6126,0,42,12
6127,1,108,2
6128,0,73,14
6129,1,43,12
6130,0,37,3
6131,1,58,2
6132,1,17,-1
6133,1,3,-1
6134,1,19,18
6135,0,42,12
6136,1,3,-1
6137,0,38,12
6138,1,8,-1
6139,0,60,12
6140,0,39,12
6141,1,70,1
6142,1,25,18
6143,1,60,11
6144,0,39,14
6145,0,20,1
6146,0,70,16
6147,0,66,12
6148,1,16,-1
6149,0,17,-1
6150,1,18,-1
6151,0,23,16
6152,0,79,21
6153,0,55,16
6154,1,72,3
6155,1,12,-1
6156,0,3,-1
6157,0,31,12
6158,0,8,-1
6159,1,4,-1
6160,0,20,0
6161,1,45,1
6162,0,93,0
6163,0,81,20
6164,0,15,-1
6165,0,18,-1
6166,0,39,0
6167,0,49,0
